Education,Marital,Sex,Age,Race,Veteran,Pro_Cert,Groom_Dis,Hear_Dis,Vis_Dis,Err_Dis,Climb_Dis,Concen_Dis,Citizenship,HrsWeek,Industry,WorkClass,Salary
40,1,1,7,1,2,2,2,2,2,2,2,2,1,12,11,4,5
39,1,2,7,1,2,2,2,2,2,2,2,2,1,35,11,4,4
40,7,2,6,4,2,2,2,2,2,2,2,2,4,14,11,4,5
40,7,1,7,1,2,2,2,2,2,2,2,2,1,60,4,4,3
43,7,2,7,1,2,2,2,2,2,2,2,2,1,50,13,2,4
39,7,2,5,2,2,2,2,2,2,2,2,2,1,32,4,4,3
45,1,2,11,1,2,1,2,2,2,2,2,2,1,41,10,2,1
39,1,1,12,1,2,2,2,2,2,2,2,2,1,40,12,6,1
43,1,2,11,2,2,1,2,2,2,2,2,2,1,40,10,4,1
39,1,1,11,2,2,2,2,2,2,2,2,2,1,40,4,2,3
43,7,1,8,2,2,2,2,2,2,2,2,2,1,40,11,4,3
43,7,1,6,1,2,2,2,2,2,2,2,2,1,35,11,4,4
40,5,1,10,2,2,2,2,2,2,2,2,2,1,40,10,4,3
39,7,1,12,2,1,2,2,2,2,2,2,2,1,40,10,4,4
39,7,1,7,1,2,2,2,2,2,2,2,2,1,40,6,4,1
43,1,2,14,1,2,2,2,2,2,2,2,2,1,24,10,3,4
43,1,2,6,1,2,2,2,2,2,2,2,2,1,40,10,2,3
43,1,1,7,1,2,2,2,2,2,2,2,2,1,60,5,4,3
43,7,1,9,1,2,2,2,2,2,2,2,2,1,40,11,4,2
42,2,2,9,1,2,1,2,1,2,2,2,2,1,24,10,4,1
43,1,1,11,1,2,2,2,2,2,2,2,2,1,60,2,4,1
43,1,2,6,1,2,2,2,2,2,2,2,2,1,16,10,4,5
43,1,1,6,1,2,2,2,2,2,2,2,2,1,54,5,4,3
40,1,2,8,1,2,2,2,2,2,2,2,2,1,32,4,4,4
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,8,4,2
38,7,2,6,2,2,2,2,2,2,2,2,2,1,40,5,4,4
41,1,2,12,1,2,1,2,2,2,2,2,2,1,40,10,4,3
43,1,1,10,1,2,2,2,2,2,2,2,2,1,40,5,4,1
43,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,3,3
44,1,1,13,1,2,2,2,2,2,2,2,2,1,48,7,2,1
43,1,1,7,1,2,1,2,2,2,2,2,2,1,48,3,4,1
43,1,2,7,1,2,1,2,2,2,2,2,2,1,25,3,4,5
40,6,2,9,2,2,2,2,2,2,2,2,2,1,24,8,4,3
40,7,2,6,2,2,2,2,2,2,2,2,2,1,32,4,4,3
36,7,2,11,2,2,2,2,2,2,2,2,2,1,40,10,2,5
40,7,2,6,2,2,2,2,2,2,2,2,2,1,40,8,4,4
40,1,1,16,2,1,2,2,2,2,2,2,2,1,42,4,4,3
40,7,1,4,2,2,2,2,2,2,2,2,2,1,25,11,4,5
39,1,2,12,2,2,2,2,2,2,2,2,2,1,40,9,4,5
39,1,1,10,2,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,2,13,1,2,2,2,2,2,2,2,2,1,40,10,4,4
40,1,1,11,2,2,2,2,2,2,2,2,2,1,36,6,4,5
42,7,2,5,2,2,2,2,2,2,2,2,2,1,30,11,4,5
40,7,2,7,2,2,2,2,2,2,2,2,2,1,40,10,4,4
38,7,2,3,2,2,2,2,2,2,2,2,2,1,15,5,4,5
39,1,1,11,1,2,2,2,2,2,2,2,2,1,55,6,4,1
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,3,3
44,1,1,10,1,2,2,2,2,2,2,2,2,1,40,12,5,2
39,6,1,6,2,2,2,2,2,2,2,2,2,1,34,4,4,3
43,1,1,9,1,2,2,2,2,2,2,2,2,1,40,13,2,3
44,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,2,3
39,7,1,3,1,2,2,2,2,2,2,2,2,1,20,8,4,5
39,7,1,5,2,2,2,2,2,2,2,2,2,1,40,13,3,3
36,5,1,10,1,2,2,2,2,2,2,2,2,1,60,6,6,1
34,7,2,9,1,2,2,2,2,2,2,2,2,1,48,6,4,5
42,1,2,10,1,2,1,2,2,2,2,2,2,1,30,10,4,4
44,1,1,8,1,1,2,2,2,2,2,2,2,1,40,9,4,1
43,5,2,11,1,2,2,2,2,2,2,2,2,1,40,10,3,3
41,1,2,12,1,2,1,2,2,2,2,2,2,1,50,12,4,2
41,5,2,8,1,2,2,2,2,2,2,2,2,1,45,12,4,2
37,4,2,12,2,2,2,2,2,2,2,2,2,1,36,10,4,4
39,7,1,5,1,2,2,2,2,2,2,2,2,1,40,3,4,3
43,5,1,14,1,1,2,2,2,2,2,2,2,1,40,4,4,1
46,1,2,10,1,2,2,2,2,2,2,2,2,1,40,10,2,2
41,1,1,11,1,2,1,2,2,2,2,2,2,1,40,3,6,2
42,1,1,7,1,2,1,2,2,2,2,2,2,1,54,2,4,1
42,1,2,6,1,2,1,2,2,2,2,2,2,1,40,10,4,3
39,7,2,9,1,2,2,2,2,2,2,2,2,1,30,9,4,4
39,1,1,16,1,1,2,2,2,2,2,2,2,1,40,12,5,5
39,1,2,16,1,2,1,2,2,2,2,2,2,1,40,10,5,5
40,1,1,11,2,2,2,2,2,2,2,2,2,1,40,3,4,3
43,1,2,12,2,2,2,2,2,2,2,2,2,1,40,10,4,4
39,7,2,7,2,2,2,2,2,2,2,2,2,1,40,10,4,2
39,7,2,3,2,2,2,2,2,2,2,2,2,1,40,10,4,4
43,1,1,7,1,2,2,2,2,2,2,2,2,1,40,8,4,4
39,7,1,9,2,2,1,2,2,2,2,2,2,1,40,6,4,2
39,7,2,4,2,2,2,2,2,2,2,2,2,1,40,10,4,5
39,4,2,14,2,2,2,2,2,2,2,2,2,1,40,10,4,4
39,7,1,7,2,2,2,2,2,2,2,2,2,1,40,4,4,4
39,7,2,9,2,2,2,2,2,2,2,2,2,1,40,5,4,4
39,1,1,9,1,2,2,2,2,2,2,2,2,1,80,4,4,3
39,1,1,8,1,2,2,2,2,2,2,2,2,1,40,12,4,2
39,1,2,12,1,2,2,2,2,2,2,2,2,1,28,10,2,4
39,5,1,14,1,2,1,2,2,2,2,2,2,1,72,3,4,5
39,5,2,8,1,2,1,2,2,2,2,2,2,1,39,13,2,5
39,5,1,12,1,2,2,2,2,2,2,2,2,1,40,13,2,4
41,1,1,7,1,2,1,2,2,2,2,2,2,1,34,6,4,3
40,1,2,10,2,2,2,2,2,2,2,2,2,1,40,10,4,4
40,1,1,12,2,2,1,2,2,2,2,2,2,1,40,4,4,3
39,5,2,14,1,2,2,2,2,2,2,2,2,1,40,6,4,3
43,7,1,9,2,2,2,2,2,2,2,2,2,1,50,5,4,2
41,1,1,6,1,2,1,2,2,2,2,2,2,1,45,9,4,4
44,1,2,13,2,2,2,2,2,2,2,2,2,1,5,5,4,1
41,7,2,7,2,2,2,2,2,2,2,2,2,1,40,10,3,4
46,5,2,10,2,2,1,2,2,2,2,2,2,1,59,10,2,1
44,1,2,13,1,2,1,2,2,2,2,2,2,1,32,10,2,3
41,1,1,12,1,2,2,2,2,2,2,2,2,1,30,6,4,1
39,1,1,17,1,2,2,2,2,2,2,2,2,1,40,1,6,2
44,3,2,11,1,2,1,2,2,2,2,2,2,1,40,10,2,3
41,5,1,11,1,2,1,2,2,2,2,2,2,1,40,3,4,4
40,1,2,11,2,2,2,2,2,2,2,2,2,1,40,10,4,5
39,1,1,12,2,2,2,2,2,2,2,2,2,1,40,4,4,3
40,1,2,10,2,2,2,2,2,2,2,2,2,1,40,8,4,4
44,6,2,6,2,2,1,2,2,2,2,2,2,1,40,10,3,3
39,1,2,12,2,2,2,2,2,2,2,2,2,1,40,5,4,4
40,1,2,8,1,2,2,2,2,2,2,2,2,1,40,6,1,3
39,1,1,7,1,2,1,2,2,2,2,2,2,1,40,4,4,2
43,1,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,2
41,7,1,7,1,2,1,2,2,2,2,2,2,1,40,2,4,2
40,1,2,11,1,2,1,2,2,2,2,2,2,1,40,13,3,4
39,1,2,10,2,2,2,2,2,2,2,2,2,1,51,13,3,4
44,1,2,11,1,2,2,2,2,2,2,2,2,1,48,1,4,1
44,2,2,10,1,2,1,2,2,2,2,2,2,1,40,10,2,3
40,6,1,3,1,2,1,2,2,2,2,2,2,1,40,4,4,5
39,6,1,7,2,2,2,2,2,2,2,2,2,1,40,4,4,2
41,1,1,11,2,2,2,2,2,2,2,2,2,1,40,10,1,3
41,5,2,11,1,2,1,2,2,2,2,2,2,1,32,13,2,3
40,7,2,9,2,2,1,2,2,2,2,2,2,1,40,10,2,3
39,5,2,10,2,2,2,2,2,2,2,2,2,1,32,4,4,4
43,1,1,10,1,2,1,2,2,2,2,2,2,1,40,10,4,2
45,1,2,8,1,2,1,2,2,2,2,2,2,1,40,10,2,2
40,1,2,10,2,2,1,2,2,2,2,2,2,1,50,10,2,5
43,7,2,6,2,2,2,2,2,2,2,2,2,1,40,10,2,5
40,1,1,7,2,2,2,2,2,2,2,2,2,1,40,4,4,4
39,1,2,7,2,2,2,2,2,2,2,2,2,1,40,10,4,4
40,1,1,17,1,2,2,2,2,2,2,2,2,1,40,3,4,1
40,1,2,10,1,2,2,2,2,2,2,2,2,1,10,10,3,3
40,1,1,11,1,2,2,2,2,2,2,2,2,1,30,3,4,3
39,7,1,6,1,2,2,2,2,2,2,2,2,1,36,10,2,5
43,1,2,12,1,2,2,2,2,2,2,2,2,1,40,4,4,1
39,7,1,11,1,2,2,2,2,2,2,2,2,1,40,4,4,2
40,1,2,15,2,2,2,2,2,2,2,2,2,1,40,4,4,4
40,5,2,6,1,2,2,2,2,2,2,2,2,1,45,8,4,4
34,7,1,9,1,2,2,2,2,2,2,2,2,5,40,3,4,4
39,1,2,13,1,2,2,2,2,2,2,2,2,1,40,5,4,3
43,5,2,11,1,2,2,2,2,2,2,2,2,1,36,5,4,4
43,6,2,12,2,2,2,2,2,2,2,2,2,1,40,11,4,5
39,7,1,14,2,2,2,2,2,2,2,2,2,1,40,4,4,3
34,6,1,8,1,2,2,2,2,2,2,2,2,5,40,3,4,3
40,6,1,7,1,2,2,2,2,2,2,2,2,5,50,3,4,2
43,5,2,12,2,2,1,2,2,2,2,2,2,1,40,9,2,2
40,7,1,6,1,2,2,2,2,2,2,2,2,1,40,3,4,4
35,1,2,10,1,2,2,2,2,2,2,2,2,5,15,12,4,5
38,1,1,8,1,2,2,2,2,2,2,2,2,5,30,3,4,5
43,1,1,11,1,1,2,2,2,2,2,2,2,1,40,11,6,2
40,1,2,10,1,2,2,2,2,2,2,2,2,1,30,11,6,4
40,7,2,4,1,2,2,2,2,2,2,2,2,1,40,10,4,4
39,1,2,8,1,2,2,2,2,2,2,2,2,1,29,9,4,5
43,1,1,9,1,2,2,2,2,2,2,2,2,1,45,5,4,3
39,1,2,11,2,2,2,2,2,2,2,2,2,1,40,10,3,4
39,5,2,8,2,2,2,2,2,2,2,2,2,1,40,10,3,4
40,7,2,7,2,2,2,2,2,2,2,2,2,1,40,4,4,3
44,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,2,3
43,1,1,14,1,2,2,2,2,2,2,2,2,1,36,4,4,2
43,1,2,14,1,2,1,2,2,2,2,2,2,1,38,9,4,1
42,5,2,16,1,2,2,2,2,2,2,2,2,1,24,8,4,3
34,3,1,8,1,2,2,2,2,2,2,2,2,5,40,4,4,5
31,7,1,6,1,2,2,2,2,2,2,2,2,5,40,4,4,5
41,4,2,9,2,2,2,2,2,2,2,2,2,1,40,10,4,4
42,7,2,6,2,2,2,2,2,2,2,2,2,1,30,4,4,3
39,5,1,12,2,2,1,2,2,1,2,1,2,1,60,6,4,1
39,1,1,8,2,2,2,2,2,2,2,2,2,1,30,5,6,5
39,5,1,13,2,1,1,2,2,2,2,2,2,1,40,6,4,2
39,7,2,12,2,2,1,2,2,2,2,1,2,1,40,10,4,5
39,5,2,15,1,2,1,2,2,2,2,2,2,1,40,10,4,3
38,1,2,11,2,2,2,2,2,2,2,2,2,1,30,11,4,5
41,7,1,7,2,2,2,2,2,2,2,2,2,1,70,11,4,4
39,5,2,9,2,2,2,2,2,2,2,2,2,1,40,6,4,3
44,1,2,11,2,2,1,2,2,2,2,2,2,1,40,13,2,2
39,1,1,10,2,2,2,2,2,2,2,2,2,1,40,3,4,2
40,1,1,7,2,2,2,2,2,2,2,2,2,1,40,11,4,4
43,1,2,6,2,2,2,2,2,2,2,2,2,1,40,13,3,4
39,3,1,6,2,2,1,2,2,2,2,2,2,1,40,4,4,4
40,1,1,11,2,1,2,2,2,2,2,2,2,1,40,13,3,3
43,1,2,9,2,2,2,2,2,2,2,2,2,1,16,10,4,3
39,5,2,8,2,2,2,2,2,2,2,2,2,1,20,5,4,5
42,7,1,5,2,2,2,2,2,2,2,2,2,1,40,5,4,3
40,7,1,6,2,2,2,2,2,2,2,2,2,1,40,5,4,3
40,1,2,12,1,2,1,2,2,2,2,2,2,1,40,10,4,3
42,1,1,10,2,2,2,2,2,2,2,2,2,1,48,4,4,1
41,1,2,10,2,2,1,2,2,2,2,2,2,1,36,5,4,5
39,4,2,14,1,2,2,2,2,2,2,2,2,1,40,8,4,4
39,5,1,12,1,2,1,2,2,2,2,2,2,1,60,6,4,2
44,1,1,14,1,2,2,2,2,2,2,2,2,1,60,11,4,1
42,1,2,14,1,2,2,2,2,2,2,2,2,1,28,10,4,1
42,1,1,7,2,2,2,2,2,2,2,2,2,1,40,10,4,1
43,1,2,7,2,2,1,2,2,2,2,2,2,1,50,10,3,1
42,1,1,10,1,2,2,2,2,2,2,2,2,1,99,5,4,2
39,7,1,4,1,2,2,2,2,2,2,2,2,1,39,12,4,4
43,5,2,8,2,2,1,2,2,2,2,2,2,1,40,9,4,4
44,1,2,11,2,1,2,2,2,2,2,2,2,1,40,10,3,2
43,1,2,14,2,2,1,2,2,2,2,2,2,1,40,13,3,2
40,7,2,4,2,2,2,2,2,2,2,2,2,1,30,5,4,5
40,7,2,4,2,2,2,2,2,2,2,2,2,1,30,5,4,5
39,1,2,11,2,2,2,1,2,2,1,1,2,1,40,5,4,5
43,1,2,12,1,2,2,2,2,2,2,2,2,1,40,10,4,4
41,1,1,7,1,2,2,2,2,2,2,2,2,1,40,3,4,1
39,7,1,7,2,2,2,2,2,2,2,2,2,1,40,4,4,5
39,1,1,8,1,2,1,2,2,2,2,2,2,1,44,6,4,2
39,1,2,8,1,2,1,2,2,2,2,2,2,1,34,10,4,4
43,7,1,11,1,2,2,2,2,2,2,2,2,1,45,5,4,4
40,1,2,15,7,2,2,2,2,2,2,1,2,1,64,10,4,4
40,1,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,1
40,1,2,12,1,1,2,2,2,2,2,2,2,1,40,10,4,3
43,7,2,12,1,2,1,2,2,2,2,2,2,1,40,10,3,1
41,7,1,10,1,1,1,2,2,2,2,2,2,2,40,13,1,1
43,7,2,6,1,2,2,2,2,2,2,2,2,1,48,10,4,3
43,1,2,11,1,2,1,2,2,2,2,2,2,1,40,10,2,2
40,1,1,11,1,2,2,2,2,2,2,2,2,1,55,4,4,1
41,5,1,16,1,2,2,2,2,2,2,2,2,1,11,3,4,3
36,1,1,7,1,2,2,2,2,2,2,2,2,1,45,6,4,2
40,1,1,10,1,2,2,2,2,2,2,2,2,1,32,11,4,2
40,1,2,8,1,2,2,2,2,2,2,2,2,1,40,10,2,5
40,1,1,9,1,2,1,2,2,2,2,2,2,1,84,2,4,1
39,7,2,3,1,2,2,2,2,2,2,2,2,1,25,12,4,5
39,1,1,12,1,2,1,2,2,2,2,2,2,1,48,9,4,1
43,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,3,3
36,1,2,5,1,2,2,2,2,2,2,2,2,1,26,5,4,5
39,1,1,8,1,2,2,2,2,2,2,2,2,1,42,5,4,5
42,1,2,9,1,2,2,2,2,2,2,2,2,1,32,10,2,5
39,1,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,1
39,1,1,8,1,1,1,2,1,2,2,2,2,1,60,6,3,3
43,1,2,8,1,2,2,2,2,2,2,2,2,1,40,10,4,5
42,1,1,8,1,2,2,2,2,2,2,2,2,1,35,9,4,3
42,1,2,7,1,2,2,2,2,2,2,2,2,1,45,9,4,3
42,1,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,2
43,1,2,10,1,2,2,2,2,2,2,2,2,1,40,10,4,2
40,7,1,7,2,2,1,2,2,2,2,2,2,1,40,11,4,5
39,5,1,8,1,2,2,2,2,2,2,2,2,1,40,3,4,3
40,1,1,14,1,2,2,2,2,2,2,2,2,1,40,4,4,2
40,7,1,7,1,2,2,2,2,2,2,2,2,1,40,4,4,1
42,1,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,4
42,1,2,12,1,2,2,2,2,2,2,2,2,1,30,10,5,5
40,1,2,6,1,2,2,2,2,2,2,2,2,1,40,8,4,5
40,1,1,6,1,2,2,2,2,2,2,2,2,5,72,3,4,4
40,1,2,12,1,2,1,2,2,2,2,2,2,1,42,9,4,3
40,1,1,12,1,2,1,2,2,2,2,2,2,1,40,9,4,1
39,1,1,9,1,2,2,2,2,2,2,2,2,1,40,3,4,2
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,4,4
40,1,1,15,1,1,1,2,1,2,2,2,2,1,40,9,4,4
39,5,2,9,1,2,2,2,2,2,2,2,2,1,40,5,4,4
39,7,2,3,1,2,2,2,2,2,2,2,2,1,20,5,4,5
34,7,2,4,1,2,2,2,2,2,2,2,2,1,40,5,4,5
42,1,2,12,2,2,2,2,2,2,2,2,2,1,50,6,6,1
42,7,1,6,2,2,2,2,2,2,2,2,2,1,45,5,4,4
40,1,2,8,7,2,2,2,2,2,2,2,2,1,40,10,2,4
39,1,1,9,1,2,2,2,2,2,2,2,2,1,48,4,4,1
46,1,1,15,2,1,1,2,2,2,2,2,2,1,60,4,4,1
39,1,1,7,1,2,1,2,2,2,2,2,2,1,55,4,4,1
43,1,2,7,4,2,2,2,2,2,2,2,2,5,32,4,4,5
44,1,2,13,1,2,2,2,2,2,2,2,2,1,40,13,1,1
43,1,1,12,1,2,1,2,2,2,2,2,2,1,40,13,1,1
36,1,1,14,1,2,2,2,2,2,2,2,2,1,32,3,4,1
43,5,2,12,1,2,2,2,2,2,2,2,2,1,40,10,6,4
37,7,1,2,1,2,2,2,2,2,2,2,2,1,35,5,4,5
39,7,1,10,1,2,2,2,2,2,2,2,2,1,60,2,4,1
39,7,2,3,1,2,2,2,2,2,2,2,2,1,1,11,4,5
40,7,2,8,1,2,2,2,2,2,2,2,2,1,16,10,4,4
42,1,1,9,1,2,2,2,2,2,2,2,2,1,40,7,4,3
39,1,1,11,2,2,2,2,2,2,2,2,2,1,40,3,4,2
42,5,1,9,1,2,1,2,2,2,2,2,2,1,40,9,4,1
37,6,1,10,1,2,2,2,2,2,2,2,2,1,20,9,4,5
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,5,2
41,1,1,12,1,2,1,2,2,2,2,2,2,1,40,1,4,5
39,1,2,12,1,2,2,2,2,2,2,2,2,1,40,4,4,2
39,1,1,12,1,2,2,2,2,2,2,2,2,1,80,5,4,2
35,1,1,14,1,2,2,2,2,2,2,2,2,1,40,4,4,4
36,1,1,8,1,2,2,2,2,2,2,2,2,1,40,4,4,4
39,1,2,8,1,2,2,2,2,2,2,2,2,1,48,4,4,4
43,1,1,14,1,2,1,2,2,2,2,2,2,1,40,5,4,3
44,1,2,13,1,2,1,2,2,2,2,2,2,1,40,10,2,1
36,1,1,11,1,2,2,2,2,2,2,2,2,1,25,1,4,4
39,7,2,6,1,2,2,2,2,2,2,2,2,1,1,5,4,4
41,1,2,10,1,2,2,2,2,2,2,2,2,1,40,5,4,2
38,7,1,5,1,2,2,2,2,1,2,2,2,1,40,4,4,4
36,1,2,15,1,2,2,2,2,2,2,2,2,1,40,4,4,1
39,1,1,4,1,2,2,2,2,2,2,2,2,1,40,4,4,3
39,1,2,8,1,2,2,2,2,2,2,2,2,1,40,4,4,5
39,1,1,9,1,2,2,2,2,2,2,2,2,1,40,4,4,4
39,1,1,8,1,2,1,2,2,2,2,2,2,1,40,6,4,1
45,1,2,8,1,2,1,2,2,2,2,2,2,1,40,13,1,2
42,7,1,6,2,2,2,2,2,2,2,2,2,1,40,5,4,3
42,7,2,15,2,2,2,2,2,2,2,2,2,1,40,4,4,5
39,5,1,9,1,2,2,2,2,2,2,2,2,1,50,4,4,3
39,1,1,4,1,2,2,2,2,2,2,2,2,1,40,3,4,4
39,1,2,4,1,2,2,2,2,2,2,2,2,1,44,5,4,4
42,1,2,15,2,2,2,2,2,2,2,2,2,1,2,10,4,4
42,7,1,9,2,2,2,2,2,2,2,2,2,1,40,1,4,3
43,1,2,12,2,2,2,2,2,2,2,2,2,1,40,10,2,3
43,7,2,6,2,2,1,2,2,2,2,2,2,1,40,10,4,4
40,7,2,8,2,2,1,2,2,2,2,2,2,1,50,10,4,3
39,5,1,12,2,2,2,2,2,2,2,2,2,1,50,6,4,2
43,7,1,6,2,2,2,2,2,2,2,2,2,1,40,5,4,3
41,1,1,10,2,2,2,2,2,2,2,2,2,1,40,6,4,2
45,7,2,15,1,2,2,2,2,2,2,2,2,1,40,10,5,1
39,7,2,5,2,2,2,2,2,2,2,2,2,1,40,9,4,3
40,5,2,11,2,2,2,2,2,2,2,2,2,1,40,5,4,2
42,1,1,11,2,2,1,2,2,2,2,2,2,1,70,12,5,1
44,1,2,11,2,2,1,2,2,2,2,2,2,1,70,10,2,2
41,1,1,14,2,2,1,2,2,2,2,2,2,1,36,5,4,4
40,4,2,15,1,2,1,2,2,2,2,1,2,1,47,13,2,3
39,1,1,10,2,2,2,2,2,2,2,2,2,1,40,4,4,2
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,5,3
43,1,1,10,1,2,1,2,2,2,2,2,2,1,40,4,4,1
46,1,2,9,1,2,1,2,2,2,2,2,2,1,50,5,4,1
43,5,2,15,2,2,2,2,2,2,2,2,2,1,40,13,3,4
46,1,1,9,1,2,2,2,2,2,2,2,2,1,40,11,5,2
40,1,1,7,1,2,2,2,2,2,2,2,2,1,40,12,4,4
40,1,1,8,1,2,2,2,2,2,2,2,2,1,40,9,4,2
42,5,2,9,2,2,2,2,2,2,2,2,2,1,40,10,4,5
42,5,2,10,2,2,2,2,2,2,2,2,2,1,40,10,4,3
41,7,1,6,2,2,1,2,2,2,2,2,2,1,40,4,4,4
40,7,1,4,2,2,2,2,2,2,2,2,2,1,40,4,4,5
44,7,1,6,2,2,1,2,2,2,2,2,2,1,40,10,5,3
39,1,1,8,1,2,2,2,2,2,2,2,2,4,60,5,4,5
40,6,2,11,2,2,2,2,2,2,2,2,2,1,40,10,4,4
43,7,1,7,2,2,2,2,2,2,2,2,2,1,40,10,2,5
44,1,1,11,4,2,2,2,2,2,2,2,2,4,40,3,1,1
40,1,2,14,1,2,2,2,2,2,2,2,2,1,20,4,4,5
41,7,1,10,2,2,2,2,2,2,2,2,2,1,40,7,4,3
40,1,1,15,1,2,2,2,2,2,2,2,2,1,40,8,4,2
40,1,2,15,1,2,2,2,2,2,2,2,2,1,40,10,4,2
43,7,2,7,1,2,2,2,2,2,2,2,2,1,50,4,4,2
41,5,2,12,2,2,1,2,2,2,2,2,2,1,40,10,4,2
40,6,2,8,2,2,1,2,2,2,2,2,2,1,40,10,4,5
40,5,1,11,2,2,2,2,2,2,2,2,2,1,40,6,4,4
39,7,1,6,2,2,2,2,2,2,2,2,2,1,40,9,4,4
38,5,2,6,2,2,2,2,2,2,2,2,2,1,35,11,4,5
40,7,2,10,2,2,2,2,2,2,2,2,2,1,40,5,4,5
39,5,1,10,2,2,2,2,2,2,2,2,2,1,50,5,4,4
40,1,2,12,2,2,2,2,2,2,2,2,2,1,40,10,4,4
40,7,2,8,2,2,2,2,2,2,2,2,2,1,40,10,4,4
39,1,1,13,2,2,1,2,2,2,2,2,2,1,40,10,2,4
39,1,2,14,2,2,2,2,2,2,2,2,2,1,40,10,2,4
39,7,1,8,2,2,2,2,2,2,2,2,2,1,40,5,4,5
39,7,2,4,2,2,1,2,2,2,2,2,2,1,30,10,4,5
42,5,2,14,2,2,2,2,2,2,2,2,2,1,45,5,4,3
42,7,1,7,2,2,2,2,2,2,2,2,2,1,40,7,4,3
41,7,2,9,2,2,2,2,2,2,2,2,2,1,40,10,4,5
43,7,1,8,2,2,2,2,2,2,2,2,2,1,40,13,3,3
40,7,2,10,2,2,2,2,2,2,2,2,2,1,40,10,4,3
39,7,1,4,2,2,2,2,2,2,2,2,2,1,35,5,4,5
39,7,2,5,2,2,2,2,2,2,2,2,2,1,40,11,4,5
39,7,1,5,2,2,2,2,2,2,2,2,2,1,40,11,4,5
39,7,2,4,2,2,2,2,2,2,2,2,2,1,24,5,4,5
39,7,2,9,2,2,2,2,2,2,2,2,2,1,40,10,4,4
40,1,1,7,1,2,2,2,2,2,2,2,2,4,38,4,4,4
44,7,2,7,2,2,1,2,2,2,2,2,2,1,16,10,3,3
40,7,1,7,2,2,2,2,2,2,2,2,2,1,40,11,4,4
39,7,1,3,2,2,2,2,2,2,2,2,2,1,25,11,4,5
40,7,2,8,2,2,2,2,2,2,2,2,2,1,40,4,4,3
44,7,2,11,2,2,2,2,2,2,2,2,2,1,4,10,5,4
43,4,1,11,2,2,2,2,2,2,2,2,2,1,50,6,4,1
37,7,2,11,2,2,2,2,2,2,2,2,2,1,20,11,1,5
40,7,2,7,2,2,1,2,2,2,2,2,2,1,93,8,4,3
43,1,1,7,1,2,2,2,2,2,2,2,2,1,40,9,4,1
40,6,1,10,2,2,1,2,2,2,2,2,2,1,40,6,4,3
40,7,1,6,2,2,2,2,2,2,2,2,2,1,30,5,4,4
40,7,1,6,2,2,2,2,2,2,2,2,2,1,30,11,4,4
43,1,1,13,2,1,1,2,2,2,2,2,2,1,60,3,6,1
43,7,2,9,2,2,2,2,2,2,2,2,2,1,40,12,5,3
43,7,2,5,2,2,2,2,2,2,2,2,2,1,40,11,4,5
40,4,2,13,2,2,2,2,2,2,2,2,2,1,40,10,2,4
39,7,2,6,2,2,2,2,2,2,2,2,2,1,40,11,4,4
41,7,2,11,2,2,2,2,2,2,2,2,2,1,40,10,4,5
43,1,2,13,2,2,2,2,2,2,2,2,2,1,40,10,1,2
39,1,1,9,2,2,2,2,2,2,2,2,2,1,40,5,4,3
39,1,2,8,2,2,1,2,2,2,2,2,2,1,40,10,4,4
40,7,1,5,2,2,2,2,2,2,2,2,2,1,40,5,4,5
43,7,2,12,2,2,2,2,2,2,2,2,2,1,40,10,2,4
39,5,1,8,2,2,2,2,2,2,2,2,2,1,40,12,6,5
39,5,2,10,2,2,2,2,2,2,2,2,2,1,40,5,4,5
43,5,2,14,2,2,2,2,2,2,2,2,2,1,40,13,1,1
44,7,2,8,2,2,1,2,2,2,2,2,2,1,40,10,2,2
39,7,2,10,2,2,1,2,2,2,2,2,2,1,33,10,4,5
45,1,1,10,1,2,1,2,2,2,2,2,2,1,40,9,4,1
44,1,2,10,1,2,2,2,2,2,2,2,2,1,50,10,2,1
44,5,2,10,1,2,2,2,2,2,2,2,2,1,40,12,5,2
43,6,1,11,2,2,1,2,2,2,2,2,2,1,40,6,4,1
39,5,2,11,2,2,2,2,2,2,2,2,2,1,35,4,4,5
40,5,1,15,2,1,2,2,2,2,2,2,2,1,40,13,2,2
45,1,1,9,2,2,2,2,2,2,2,2,2,4,40,6,4,1
44,1,2,14,2,2,1,2,2,2,2,2,2,1,40,10,4,1
44,7,2,9,2,2,1,2,2,2,2,2,2,1,40,10,2,3
43,1,1,13,1,2,2,2,2,2,2,2,2,1,50,6,4,3
43,7,2,6,1,2,2,2,2,2,2,2,2,1,40,5,4,4
