Education,Marital,Sex,Age,Race,Veteran,Pro_Cert,Groom_Dis,Hear_Dis,Vis_Dis,Err_Dis,Climb_Dis,Concen_Dis,Citizenship,HrsWeek,Industry,WorkClass,Salary
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,4,2
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,4,4,3
46,1,1,12,1,1,1,2,2,2,2,2,2,1,40,10,5,1
43,4,2,14,1,2,2,2,2,2,2,2,2,1,40,7,4,3
44,1,1,11,1,2,2,2,2,2,2,2,2,1,40,9,4,1
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,12,5,2
44,1,1,11,1,2,1,2,2,2,2,2,2,1,40,10,3,1
46,1,2,10,1,2,1,2,2,2,2,2,2,1,40,13,2,1
43,1,1,8,1,1,2,2,2,2,2,2,2,1,40,9,4,1
39,1,2,8,1,2,2,2,2,2,2,2,2,1,40,12,4,3
37,7,1,2,1,2,2,2,2,2,2,2,2,1,30,11,4,5
44,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,4,2
39,1,1,9,1,2,2,2,2,2,2,2,2,1,40,4,4,2
37,5,2,12,1,2,2,2,2,2,2,1,2,1,40,11,4,4
39,7,2,5,1,2,2,2,2,2,2,2,2,1,40,10,4,4
33,7,1,7,1,2,2,2,2,2,2,2,2,5,48,9,4,3
39,7,2,14,2,1,2,2,2,2,2,2,2,1,40,4,4,4
39,7,1,13,2,1,2,2,2,2,2,2,2,1,40,6,4,4
39,1,1,12,10,1,2,2,2,2,2,2,2,1,40,4,4,3
43,1,2,9,2,2,2,2,2,2,2,2,2,1,40,8,4,3
43,5,1,15,2,2,2,2,2,2,2,2,2,1,40,4,4,1
44,7,2,6,1,2,1,2,2,2,2,2,2,1,40,9,4,2
42,6,2,9,1,2,2,2,2,2,2,2,2,1,40,6,4,3
39,1,2,15,1,2,2,2,2,2,2,2,2,1,25,6,5,4
40,1,1,15,1,2,2,2,2,2,2,2,2,1,40,5,4,2
40,7,2,8,4,2,2,2,2,2,2,2,2,4,25,8,4,3
39,1,1,13,1,2,2,2,2,2,2,2,2,1,50,6,4,2
39,1,2,11,1,2,2,2,2,2,2,2,2,1,38,9,4,4
43,1,1,7,1,2,2,2,2,2,2,2,2,1,40,9,4,3
43,1,2,7,8,2,2,2,2,2,2,2,2,1,40,10,2,2
39,1,2,10,1,2,2,2,2,2,2,2,2,1,50,10,5,4
41,7,2,6,1,2,2,2,2,2,2,2,2,1,50,3,4,4
44,1,2,14,1,2,1,2,2,2,2,2,2,1,35,10,1,1
39,7,1,9,2,2,1,2,2,2,2,2,2,1,49,5,2,2
33,1,1,9,1,2,2,2,2,2,2,2,2,5,44,4,4,3
40,5,1,12,1,2,1,2,2,2,2,2,2,1,40,5,4,3
43,7,2,5,1,2,1,2,2,2,2,2,2,1,39,5,4,4
43,1,1,9,1,2,2,2,2,2,2,2,2,1,40,12,5,1
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,2,3
45,1,2,10,1,2,1,2,2,2,2,2,2,1,45,10,2,1
43,1,1,10,1,2,1,2,2,2,2,2,2,1,40,13,2,1
40,1,1,10,1,2,2,2,2,2,2,2,2,1,69,6,4,1
39,1,2,15,1,2,2,2,2,2,2,2,2,1,40,4,4,5
44,1,1,13,1,2,1,2,2,2,2,2,2,1,17,1,4,5
46,1,2,7,1,2,1,2,2,2,2,2,2,1,36,10,5,1
44,1,1,7,2,2,2,2,2,2,2,2,2,1,50,4,4,1
43,7,1,7,1,1,1,2,2,2,2,2,2,1,50,10,1,2
43,1,1,9,1,2,1,2,2,2,2,2,2,1,50,6,1,1
39,3,1,11,2,2,2,2,2,2,2,2,2,1,40,3,4,5
39,3,2,7,1,2,2,2,2,2,2,2,2,1,25,7,4,5
46,1,2,14,1,2,1,2,2,2,2,2,2,1,40,10,6,2
39,5,2,14,2,2,2,2,2,2,2,2,2,1,40,5,4,3
34,1,1,8,5,2,2,2,2,2,2,2,2,4,40,6,4,4
43,1,2,11,1,2,2,2,2,2,2,2,2,1,40,10,5,2
43,1,1,9,1,2,1,2,2,2,2,2,2,1,40,4,1,2
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,4,4,2
44,1,2,10,2,2,1,2,2,2,2,2,2,1,32,10,5,3
40,1,1,9,2,2,2,2,2,2,2,2,2,1,32,12,4,5
39,1,1,10,2,2,2,2,2,2,2,2,2,1,32,6,4,3
43,1,2,9,1,2,2,2,2,2,2,2,2,1,32,10,4,3
39,7,2,3,6,2,2,2,2,2,2,2,2,1,20,6,4,5
43,1,1,8,1,2,2,2,2,2,2,2,2,1,40,6,4,1
42,1,2,8,1,2,1,2,2,2,2,2,2,1,38,10,4,2
43,1,1,6,1,2,2,2,2,2,2,2,2,1,40,7,4,2
39,6,1,14,2,2,2,2,2,2,2,2,2,4,40,5,2,2
40,7,2,3,2,2,2,2,2,2,2,2,2,1,10,5,4,5
37,7,2,2,2,2,2,2,2,2,2,2,2,1,5,5,4,5
44,1,1,9,1,2,2,2,2,2,2,2,2,1,40,4,4,1
43,1,2,8,1,2,2,2,2,2,2,2,2,1,45,10,5,1
39,3,1,14,2,2,2,2,2,2,2,2,2,4,12,12,4,2
45,1,1,16,1,2,1,2,2,2,2,2,2,1,30,10,6,1
40,5,1,11,1,2,2,2,2,2,2,2,2,1,50,8,4,1
31,3,1,15,1,2,2,2,2,2,2,2,2,4,40,3,4,2
38,7,1,5,1,2,2,2,2,2,2,2,2,5,54,3,4,4
38,3,1,5,1,2,2,2,2,2,2,2,2,1,54,3,4,2
38,3,1,7,1,2,2,2,2,2,2,2,2,4,40,3,4,1
40,5,2,12,2,2,1,2,2,2,2,2,2,1,32,10,4,2
31,1,1,10,4,2,2,2,2,2,2,2,2,5,48,6,4,4
44,1,1,9,1,2,2,2,2,2,2,2,2,1,40,12,5,3
44,1,2,9,1,2,2,2,2,2,2,2,2,1,12,12,5,4
42,5,1,8,1,2,2,2,2,2,2,2,2,1,40,3,6,2
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,3,4,4
43,1,1,9,2,2,1,2,2,2,2,2,2,1,40,9,4,2
43,1,2,9,2,2,1,2,2,2,2,2,2,5,40,9,4,1
36,7,2,10,1,2,2,2,2,2,2,2,2,5,24,9,4,4
37,7,1,3,1,2,2,2,2,2,2,2,2,5,28,11,4,5
40,1,1,10,1,2,2,2,2,2,2,2,2,5,40,1,4,3
39,7,1,4,1,2,2,2,2,2,2,2,2,1,30,6,4,5
39,7,2,6,1,2,2,2,2,2,2,2,2,5,40,6,4,4
43,1,1,8,1,2,2,2,2,2,2,2,2,5,40,9,4,1
43,1,2,9,2,2,2,2,2,2,2,1,2,1,40,10,2,4
43,1,1,9,2,2,2,2,2,2,2,2,2,1,40,6,4,4
36,1,1,12,2,2,2,2,2,2,2,2,2,5,40,9,4,3
43,7,1,5,1,2,1,2,2,2,2,2,2,3,40,8,5,1
44,7,2,6,6,2,2,2,2,2,2,2,2,1,23,10,4,4
39,7,2,12,2,2,2,2,2,2,2,2,2,1,40,4,4,2
42,5,1,12,2,1,1,2,2,2,2,2,2,1,40,3,4,1
39,7,1,6,2,2,2,2,2,2,2,2,2,1,40,6,4,4
39,7,2,5,2,2,2,2,2,2,2,2,2,1,40,10,5,4
39,4,2,15,2,2,2,2,2,2,2,2,2,1,48,4,4,3
37,7,1,9,2,2,2,2,2,2,2,2,2,1,40,9,4,2
39,5,2,14,1,2,2,2,2,2,2,2,2,3,40,11,4,4
39,7,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,3
40,5,2,16,1,2,2,2,2,2,2,2,2,1,40,10,4,2
44,7,2,6,2,2,1,2,2,2,2,2,2,1,38,12,5,3
39,6,1,15,2,2,2,2,2,2,2,2,2,1,32,11,4,4
39,7,2,7,2,2,2,2,2,2,2,2,2,1,10,9,4,4
43,3,1,10,2,2,1,2,2,2,2,2,2,4,40,6,6,1
39,1,1,7,1,2,2,2,2,2,2,2,2,5,40,9,4,4
39,1,2,7,2,2,2,2,2,2,2,2,2,1,40,5,4,4
42,5,1,12,2,2,2,2,2,2,2,2,2,1,28,5,4,5
41,1,1,9,2,2,2,2,2,2,2,2,2,1,30,3,4,4
39,1,1,8,1,2,2,2,2,2,2,2,2,1,45,11,4,3
39,1,1,9,1,2,1,2,2,2,2,2,2,1,75,6,4,1
39,7,1,3,1,2,2,2,2,2,2,2,2,1,40,9,4,4
40,1,1,9,1,2,2,2,2,2,2,2,2,1,40,13,3,1
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,4,4,1
39,7,2,7,1,2,2,2,2,2,2,2,2,1,41,10,3,4
40,5,1,11,1,1,2,2,2,2,2,2,2,1,61,7,4,3
39,3,1,12,1,2,2,2,1,2,2,2,2,1,40,4,4,2
39,7,2,8,1,2,1,2,2,2,2,2,2,1,40,10,4,1
39,7,1,3,1,2,2,2,2,2,2,2,2,1,20,6,4,5
37,7,1,2,1,2,2,2,2,2,2,2,2,1,20,5,4,5
38,7,1,9,1,2,2,2,2,2,2,2,2,1,25,3,7,3
40,5,2,10,1,2,2,2,2,2,2,2,2,1,25,6,4,5
39,5,1,13,1,2,1,2,2,2,2,2,2,1,35,3,4,2
42,1,2,9,1,2,1,2,2,2,2,2,2,1,40,9,4,5
39,1,1,11,1,1,2,2,2,2,2,2,2,1,50,3,4,1
42,1,2,11,1,2,2,2,2,2,2,2,2,1,32,10,2,5
40,1,1,11,1,1,2,2,2,2,2,2,2,1,41,4,4,3
41,1,2,8,1,2,1,2,2,2,2,2,2,1,32,10,4,4
39,1,1,8,1,2,2,2,2,2,2,2,2,1,35,3,4,2
39,1,1,8,1,2,1,2,2,2,2,2,2,1,38,6,4,3
36,5,1,8,1,2,2,2,2,2,2,2,2,1,40,4,4,1
42,1,2,8,1,2,2,2,2,2,2,2,2,1,40,11,4,4
39,1,1,8,1,2,2,2,2,2,2,2,2,1,48,4,4,3
46,1,1,9,4,2,2,2,2,2,2,2,2,5,40,10,4,1
43,1,2,9,1,2,2,2,2,2,2,2,2,1,21,10,3,5
43,1,1,9,1,2,2,2,2,2,2,2,2,1,60,13,3,1
39,1,2,6,1,2,2,2,2,2,2,2,2,1,40,10,3,4
39,7,1,5,1,2,2,2,2,2,2,2,2,1,40,4,4,3
39,1,2,14,1,2,2,2,2,2,2,2,2,1,25,12,4,3
40,5,2,11,1,2,2,2,2,2,2,2,2,1,47,10,4,3
39,7,2,4,1,2,2,2,2,2,2,2,2,1,40,5,4,5
39,7,2,7,1,2,2,2,2,2,2,2,2,1,35,11,4,5
40,5,2,8,1,2,2,2,2,2,2,2,2,1,40,10,4,4
39,4,2,14,1,2,2,2,2,2,2,2,2,1,40,10,5,3
43,1,1,10,1,2,2,2,2,2,2,2,2,1,40,10,5,2
43,1,2,10,1,2,2,2,2,2,2,2,2,1,40,13,1,2
39,1,1,11,1,2,2,2,2,2,2,2,2,1,50,5,4,1
43,1,2,8,1,2,1,2,2,2,2,2,2,1,38,10,3,4
43,1,1,9,1,2,2,2,2,2,2,2,2,1,50,4,4,1
42,1,2,11,1,2,2,2,2,2,2,2,2,1,40,8,4,1
42,7,1,6,1,2,2,2,2,2,2,2,2,1,40,8,4,4
39,7,2,5,1,2,2,2,2,2,2,2,2,1,40,8,4,3
39,1,1,11,1,2,1,2,2,2,2,2,2,1,40,6,3,2
43,1,2,11,1,2,2,2,2,2,2,2,2,1,40,6,3,4
40,1,1,9,1,2,1,2,2,2,2,2,2,1,40,11,4,3
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,4,3
39,1,2,12,1,2,2,2,2,2,2,2,2,1,29,10,4,5
39,1,1,12,1,2,2,2,2,2,2,2,2,1,40,3,4,3
43,5,2,14,2,1,2,2,2,2,2,2,2,1,36,9,4,4
42,5,2,14,1,2,2,2,2,2,2,2,2,1,40,5,4,4
43,1,2,7,1,2,1,2,2,2,2,2,2,1,40,10,3,3
43,1,1,7,1,2,1,2,2,2,2,2,2,1,40,6,4,1
43,7,1,7,1,2,2,2,2,2,2,2,2,1,35,11,4,5
39,7,1,6,1,2,1,2,2,2,2,2,2,1,35,11,4,5
40,1,1,8,1,1,2,2,2,2,2,2,2,1,50,4,4,2
43,1,2,10,1,2,2,2,2,2,2,2,2,1,50,6,4,1
40,7,2,9,1,2,2,2,2,2,2,2,2,1,40,11,4,4
42,1,2,11,1,2,2,2,2,2,2,2,2,1,40,10,4,3
42,1,2,11,1,2,2,2,2,2,2,2,2,1,40,10,4,3
42,7,2,7,1,2,2,2,2,2,2,2,2,1,40,9,4,3
40,5,2,8,1,1,2,2,2,2,2,2,2,1,50,4,4,3
39,5,2,11,1,2,2,2,2,2,2,2,2,1,40,4,4,4
40,7,1,5,1,2,2,2,2,2,2,2,2,1,40,13,2,3
40,7,1,8,1,2,2,2,2,2,2,2,2,1,50,3,4,2
39,7,2,6,1,2,2,2,2,2,2,2,2,1,40,11,4,4
43,1,1,11,4,2,2,2,2,2,2,2,2,4,40,9,4,1
39,5,1,10,2,2,2,2,2,2,2,2,2,1,40,10,4,2
39,5,2,8,2,2,1,2,2,2,2,2,2,1,30,11,4,4
43,7,2,10,1,2,2,2,2,2,2,2,2,1,45,11,4,1
43,5,2,11,1,2,2,2,2,2,2,2,2,1,41,11,4,1
42,1,2,11,1,2,2,2,2,2,2,2,2,1,40,8,4,4
38,7,2,3,1,2,2,2,2,2,2,2,2,1,15,12,4,5
42,1,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,2
43,5,1,10,1,1,2,2,2,2,2,2,2,1,32,5,4,4
44,1,1,11,1,2,1,2,2,2,2,2,2,1,40,10,3,1
44,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,3,1
39,4,1,12,1,2,2,2,2,2,2,2,2,1,40,11,4,3
40,5,1,9,1,2,2,2,2,2,2,2,2,1,40,4,4,2
39,1,2,12,1,2,2,2,2,2,2,2,2,1,24,10,4,3
40,7,2,12,1,1,2,2,2,2,2,2,2,1,40,10,1,1
40,7,2,9,1,2,2,2,2,2,2,2,2,1,50,8,4,2
34,1,1,8,1,2,2,2,2,2,2,2,2,1,26,12,5,3
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,2,4
43,1,1,10,1,2,2,2,2,2,2,2,2,1,40,11,4,1
44,1,2,8,1,2,1,2,2,2,2,2,2,1,25,5,7,2
44,1,1,8,1,2,1,2,2,2,2,2,2,1,40,10,2,1
39,1,1,6,6,2,2,2,2,2,2,2,2,1,50,12,4,3
39,1,2,9,1,2,2,2,2,2,2,2,2,1,50,9,4,3
40,1,1,9,1,2,2,2,2,2,2,2,2,1,45,4,4,2
40,7,1,5,1,2,2,2,2,2,2,2,2,1,60,4,4,2
41,7,1,6,1,2,2,2,2,2,2,2,2,1,15,9,4,5
43,1,1,8,1,2,2,2,2,2,2,2,2,1,45,10,5,2
43,5,2,15,1,2,2,2,2,2,2,2,2,1,32,10,2,3
44,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,3,2
41,1,2,10,3,2,2,2,2,2,2,2,2,1,1,4,4,3
43,1,2,9,1,2,2,2,2,2,2,2,2,1,11,5,4,5
43,1,1,10,1,2,2,2,2,2,2,2,2,1,35,9,4,1
42,1,2,7,1,2,1,2,2,2,2,2,2,1,40,10,4,3
40,1,1,6,1,2,2,2,2,2,2,2,2,1,40,9,4,2
42,1,1,11,1,2,1,2,2,2,2,2,2,1,40,4,4,2
42,1,2,9,4,2,1,2,2,2,2,2,2,4,40,10,4,2
40,1,2,15,1,2,2,2,2,2,2,2,2,1,45,8,4,3
40,1,1,12,1,2,2,2,2,2,2,2,2,1,40,3,4,2
39,7,1,7,1,2,2,2,2,2,2,2,2,1,43,5,4,5
40,1,2,9,1,2,2,2,2,2,2,2,2,1,28,10,3,5
43,1,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,2
39,7,1,4,1,2,2,2,2,2,2,2,2,1,30,11,4,5
39,5,1,8,1,2,2,2,2,2,2,2,2,1,50,9,4,1
40,1,2,13,1,2,2,2,2,2,2,2,2,1,35,10,4,2
41,1,1,14,1,2,2,2,2,2,2,2,2,1,44,12,4,2
34,4,2,17,1,2,2,2,2,2,2,2,2,1,25,5,6,1
40,7,1,4,1,2,1,2,2,2,2,2,2,1,60,13,3,2
40,1,1,11,1,2,2,2,2,2,2,2,2,1,40,11,6,5
40,1,2,11,1,2,2,2,2,2,2,2,2,1,40,4,4,1
39,1,1,15,1,2,2,2,2,2,2,2,2,1,30,10,3,4
40,1,1,10,1,1,2,2,2,2,2,2,2,1,50,5,4,3
42,1,1,14,1,2,2,2,2,2,2,2,2,1,55,6,1,1
40,1,2,12,1,2,1,2,2,2,2,2,2,1,37,10,5,5
39,1,1,11,1,2,2,2,2,2,2,2,2,1,60,6,4,1
39,1,2,11,1,2,2,2,2,2,2,2,2,1,45,10,5,4
38,7,1,2,1,2,2,2,2,2,2,2,2,1,25,4,4,5
43,1,1,14,1,2,1,2,2,2,2,2,2,1,40,10,3,2
43,1,2,14,1,2,1,2,2,2,2,2,2,1,40,10,3,5
44,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,2,3
40,1,1,10,1,2,2,2,2,2,2,2,2,1,45,6,6,2
43,1,1,14,1,2,2,2,2,2,2,2,2,1,50,8,4,1
39,7,1,13,6,2,2,2,2,2,2,2,2,1,30,5,4,4
40,5,1,7,3,2,2,2,2,2,2,2,2,1,50,3,6,3
39,1,1,5,1,2,2,2,2,2,2,2,2,4,40,4,4,3
40,1,2,12,1,2,2,2,2,2,2,2,2,1,40,5,4,5
35,7,1,8,1,2,2,2,2,2,2,2,2,1,45,4,4,4
43,1,1,9,1,2,2,2,2,2,2,2,2,1,40,10,5,2
43,1,2,9,4,2,2,2,2,2,2,2,2,4,40,10,5,3
39,7,2,6,1,2,2,2,2,2,2,2,2,1,40,9,4,4
40,1,2,6,3,2,1,2,2,2,2,2,2,1,20,12,4,4
39,1,1,8,3,2,2,2,2,2,2,2,2,1,40,4,4,3
41,1,1,6,1,2,2,2,2,2,2,2,2,1,40,3,4,3
42,4,2,16,2,2,2,2,2,2,2,2,2,1,35,10,3,4
41,1,1,7,1,2,2,2,2,2,2,2,2,1,40,6,6,3
39,1,1,5,1,2,2,2,2,2,2,2,2,4,20,4,4,5
43,1,2,10,1,2,1,2,2,2,2,2,2,1,50,10,4,1
46,1,1,11,1,2,1,2,2,2,2,2,2,1,60,10,4,1
43,5,1,10,1,2,2,2,2,2,2,2,2,1,50,5,4,2
39,1,1,10,4,2,2,2,2,2,2,2,2,3,40,4,4,3
39,1,2,8,4,2,2,2,2,2,2,2,2,5,40,4,4,4
39,7,1,4,2,2,2,2,2,1,2,2,2,1,50,4,2,3
46,6,1,11,2,2,1,2,2,2,2,2,2,1,42,10,4,1
43,7,2,5,2,2,2,2,2,2,2,2,2,1,20,10,2,5
46,1,1,8,1,2,2,2,2,2,2,2,2,1,50,10,5,1
43,1,2,8,1,2,1,2,2,2,2,2,2,1,40,10,5,2
43,1,2,13,2,2,2,2,2,2,2,2,2,1,40,13,1,1
40,7,1,6,1,2,1,2,2,2,2,2,2,1,40,10,4,4
34,5,2,12,1,2,2,2,2,2,2,2,2,1,40,10,5,5
40,7,2,5,1,2,2,2,2,2,2,2,2,1,30,5,4,5
39,1,1,6,1,2,2,2,2,2,2,2,2,1,45,4,4,1
42,1,2,10,1,2,2,2,2,2,2,2,2,1,35,10,5,4
44,1,2,9,1,2,2,2,2,2,2,2,2,1,40,8,4,1
44,1,1,9,1,2,2,2,2,2,2,2,2,1,50,4,4,1
43,1,1,9,1,2,2,2,2,2,2,2,2,1,40,10,4,1
43,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,3,2
37,7,2,4,1,2,2,2,2,2,2,2,2,1,40,11,4,4
40,7,2,7,1,2,2,2,2,2,2,2,2,1,24,13,2,5
42,1,2,11,1,2,1,2,2,2,2,2,2,1,24,10,4,4
42,1,2,9,1,2,1,2,2,2,2,2,2,1,40,10,5,4
39,1,1,10,1,1,2,2,2,2,2,2,2,1,24,13,3,2
42,7,1,10,1,2,1,2,2,2,2,2,2,1,40,11,6,2
39,6,1,7,1,2,2,1,1,2,1,2,1,1,3,5,4,5
39,5,1,14,1,2,2,2,2,2,2,2,2,1,25,12,6,5
40,5,1,10,1,2,2,2,2,2,2,2,2,1,40,3,4,1
39,1,1,4,2,2,2,2,2,2,2,2,2,1,40,6,4,4
39,5,1,16,1,1,1,2,1,2,2,2,2,1,48,8,4,1
40,1,2,10,1,2,2,2,2,2,2,2,2,1,20,12,6,5
42,1,1,11,1,2,1,2,2,2,2,2,2,1,60,4,4,4
44,1,2,12,1,2,1,2,2,2,2,2,2,1,44,7,3,2
43,1,1,14,1,2,2,2,2,2,2,2,2,1,46,9,4,1
43,7,1,6,1,2,2,2,2,2,2,2,2,1,30,5,4,5
42,5,1,14,1,2,2,2,2,2,2,2,2,1,40,12,3,2
43,5,1,9,1,2,2,2,2,2,2,2,2,1,40,12,5,4
43,7,1,5,1,2,2,2,2,2,2,2,2,1,40,3,4,5
43,7,1,5,1,2,2,2,2,2,2,2,2,1,40,3,4,2
40,7,2,5,1,2,2,2,2,2,2,2,2,1,30,10,4,3
43,5,2,7,1,2,1,2,2,2,2,2,2,1,40,8,4,2
39,7,2,3,1,2,2,2,2,2,2,2,2,1,38,11,4,5
39,7,2,4,1,2,2,2,2,2,2,2,2,1,40,11,4,5
44,1,2,8,1,2,1,2,2,2,2,2,2,1,46,10,2,2
43,1,1,8,1,2,2,2,2,2,2,2,2,1,50,9,4,1
39,5,1,8,1,2,2,2,2,2,2,2,2,1,40,3,4,2
39,7,1,6,1,2,2,2,2,2,2,2,2,1,40,11,4,4
43,1,2,7,1,2,2,2,2,2,2,2,2,1,40,13,2,3
39,1,1,8,1,2,2,2,2,2,2,2,2,1,30,9,4,2
44,1,2,8,1,2,1,2,2,2,2,2,2,1,52,10,6,1
41,1,1,7,1,2,1,2,2,2,2,2,2,1,40,4,4,1
41,1,1,9,1,2,2,2,2,2,2,2,2,1,32,8,4,3
39,1,2,9,1,2,2,2,2,2,2,2,2,1,40,8,4,3
39,4,1,14,1,2,2,2,2,2,2,2,2,1,45,4,4,3
39,1,2,9,1,2,2,2,2,2,2,2,2,1,45,4,4,2
39,1,1,8,1,2,2,2,2,2,2,2,2,1,45,4,4,1
39,3,2,8,1,2,2,2,2,2,2,2,2,4,36,5,4,5
39,5,1,9,1,2,2,2,2,2,2,2,2,1,28,6,4,4
39,7,2,6,1,2,2,2,2,2,2,2,2,1,25,12,4,5
36,7,1,7,1,2,2,2,2,2,2,2,2,1,43,3,4,3
43,1,2,11,1,2,2,2,2,2,2,2,2,1,40,3,4,4
42,5,1,8,1,1,2,2,2,2,2,2,2,1,84,4,4,1
41,7,1,6,1,2,1,2,2,2,2,2,2,1,40,4,4,1
44,7,2,7,1,2,1,2,2,2,2,2,2,1,40,10,4,2
43,1,1,10,1,2,2,2,2,2,2,2,2,1,50,8,4,2
40,1,2,10,1,2,2,2,2,2,2,2,2,1,30,8,5,3
40,7,1,10,1,2,1,2,2,2,2,2,2,1,40,3,4,5
39,1,1,14,1,2,2,2,2,2,2,2,2,4,52,4,4,4
39,1,2,14,1,2,2,2,2,2,2,2,2,4,40,4,4,3
43,1,1,11,1,2,2,2,2,2,2,2,2,1,40,9,4,2
42,5,1,8,1,2,2,2,2,2,2,2,2,1,58,3,4,2
40,5,1,12,1,2,2,2,2,2,2,2,2,1,40,10,4,4
40,7,2,11,1,2,1,2,2,2,2,2,2,1,40,13,2,1
39,7,2,8,1,2,1,2,2,2,2,2,1,1,17,5,4,3
39,7,2,6,1,2,2,2,2,2,2,2,1,1,20,5,4,1
39,1,2,8,1,2,2,2,2,2,2,2,2,1,44,6,1,2
41,1,1,9,1,2,2,2,2,2,2,2,2,1,40,7,4,2
43,5,2,7,1,2,1,2,2,2,2,2,2,1,28,10,3,4
45,7,2,7,1,2,1,2,2,2,2,2,2,1,40,10,4,1
43,7,1,7,1,2,1,2,2,2,2,2,2,1,40,6,4,1
39,4,2,12,1,2,1,2,2,2,2,2,2,1,67,5,4,2
39,5,1,12,1,2,2,2,2,2,2,2,2,1,40,4,4,3
39,1,1,12,1,1,1,2,2,2,2,2,2,1,48,6,4,1
43,1,1,15,1,2,2,2,2,2,2,2,2,1,60,12,5,1
39,1,2,12,1,2,2,2,2,2,2,2,2,1,40,6,4,4
39,6,1,6,1,2,2,2,2,2,2,2,2,1,44,4,4,2
39,1,2,13,1,2,2,2,2,2,2,2,2,1,50,10,4,2
40,1,2,12,1,2,1,2,2,2,2,2,2,1,40,10,5,1
39,3,1,7,1,2,2,2,2,2,2,2,2,1,44,13,3,1
44,1,1,10,1,2,1,2,2,2,2,2,2,1,60,10,3,2
44,1,2,10,1,2,1,2,2,2,2,2,2,1,50,10,4,1
43,1,1,7,1,2,1,2,2,2,2,2,2,1,45,10,3,3
43,5,1,12,1,2,2,2,2,2,2,2,2,1,41,7,4,3
43,1,1,9,1,2,1,2,2,2,2,2,2,1,45,13,3,1
42,1,2,7,7,2,1,2,2,2,2,2,2,1,58,10,3,5
43,1,1,15,1,2,2,2,2,2,2,2,2,1,22,10,3,4
39,1,1,15,1,2,2,2,2,2,2,2,2,1,28,12,4,4
43,7,2,6,1,2,2,2,2,2,2,2,2,1,40,4,4,3
41,7,2,4,1,2,2,2,2,2,2,2,2,1,7,10,4,5
39,1,1,11,1,2,2,2,2,2,2,2,2,1,44,3,4,4
40,1,2,10,1,2,2,2,2,2,2,2,2,1,25,10,4,4
43,1,2,11,1,2,2,2,2,2,2,2,2,1,40,3,4,4
43,1,1,8,1,2,1,2,2,2,2,2,2,1,50,1,4,1
39,1,2,13,1,2,2,2,2,2,2,2,2,1,40,5,4,3
43,1,2,9,1,2,2,2,2,2,2,2,2,1,40,10,4,1
42,5,2,14,1,2,2,2,2,2,2,2,2,1,45,8,4,3
43,1,1,16,1,1,2,2,2,2,2,2,2,1,40,4,4,1
43,1,2,16,1,2,1,2,2,2,2,2,2,1,40,10,3,1
39,7,1,6,3,2,2,2,2,2,2,2,2,1,41,7,4,4
42,1,1,10,1,2,2,2,2,2,2,2,2,1,40,5,4,2
44,1,2,9,1,2,2,2,2,2,2,2,2,1,48,10,4,3
44,5,2,9,1,2,1,2,2,2,2,2,2,1,32,10,5,3
43,3,2,7,1,2,2,2,2,2,2,2,2,1,40,10,5,3
44,1,1,10,1,2,1,2,2,2,2,2,2,1,40,10,3,2
43,1,2,10,1,2,1,2,2,2,2,2,2,1,40,10,3,3
42,7,2,4,1,2,2,2,2,2,2,2,2,1,25,5,4,5
42,1,1,9,1,2,2,2,2,2,2,2,2,1,34,6,4,3
40,7,1,4,1,2,2,2,2,2,2,2,2,1,16,5,4,2
41,1,1,10,1,2,2,2,2,2,2,2,2,1,40,4,4,5
42,1,2,9,1,2,2,2,2,2,2,2,2,1,32,10,3,5
37,5,1,15,1,2,2,2,2,2,2,2,2,1,40,11,4,5
35,4,2,13,1,2,2,2,2,2,2,2,2,1,40,4,4,4
39,1,2,14,1,2,2,2,2,2,2,2,2,1,40,8,4,4
39,1,1,14,1,2,2,2,2,2,2,2,2,1,40,8,4,2
40,1,1,11,1,2,2,2,2,2,2,2,2,1,50,5,4,1
41,1,2,12,1,2,1,2,2,2,2,2,2,1,32,10,5,3
39,7,1,5,1,2,2,2,2,2,2,2,2,1,45,9,4,2
43,1,1,15,1,2,2,2,2,2,2,2,2,1,8,5,7,5
43,1,2,12,1,2,2,2,2,2,2,2,2,1,42,10,4,3
43,1,2,11,1,2,1,2,2,2,2,2,2,1,45,10,2,3
39,1,1,14,1,2,2,2,2,2,2,2,2,1,40,10,4,3
37,7,1,7,1,2,2,2,2,2,2,2,2,1,50,1,4,2
